Id,Title,Review,Label
81,Simply BEAUTIFUL,"When I say beautiful it has to be beautiful...i never praise a place unless I like it that good...when u start reaching alleppey u can see the difference...canals..boats..water all around...and the best of all...the traditional buildings..no you wont find many new rise buildings here...the scenic beauty when it rains is incredulous...with all the greenery of rice paddy fields stretching into acres and acres of land...you definitely wouldnt want to walk away ....The boat rides start from allepey near the kerala road transport corporation..where you will find official kerala tourism offices from where you can decide on boats and all..they will even arrange for stay in the scenic places of kuttanad-where an enjoyment of traditional kerala food can be had..there are even families ready to take care of you..and believe me they are cheap..you can get information for that at the tourism offices too....

the place is incredible and if you have time take a week out for this trip..and if you want great times there is Taj kumarakam not too far from here too ..there is mararikulam resorts which is great..the alleppey beach is good..

Dont miss it!!! believe me!!!",5
82,Allepy House Boat,"During this april we booked for Allepy backwaters Houseboad 1 day stay. Its off season , so got rates at Rs5000.

They give warm welcome by tender cocunut waters...language of communication was english... so no worries....Route taken was whole back water..big lake ...by lanes of people residing in those places.

Its really awawsome experience. A great time and great moment which u always remember and cherish. Beautiful way spending in Backwaters of kerela.

The Food offered was also Really great, crew were helpful, and the boat did cruise in lanes of backwaters....people staying across both sides..and big lake...nice sunset to see and sunsise.

A worth of money spend to have a great experince.Climate was nice and pleasant ,...cool wind blowing over lake....so you enjoy the same. You feel in central of natural place . cocunut trees across and nice waters .coool breaze, well as its costly afair just 1 day stay of 5000, and this is off season, we found most of tourist were fouriegner. But yeh its worth to have a one night stay ..rather than just go for hours trip and be back.",5
83,No wonder its gods own country…,"No wonder why kerala is called as gods own country!!!!!!!!!!

Last week I got the chance to be in alleppey, it will be injustice if I dont write a few words about my travel...if this inspires atleast one person I will be feeling great!!!!

one should travell in a kettuvallam to enjoy all the beauty of backwaters...

is a kind of house boat in Kerala, Kettuvallam literally means ''bundle'' or ''package'' boat (Kettu means tied with ropes, and vallam means boat - Malayalam language).

and ofcourse the taste of kerala special disheS especialy when you have it WITH the beauty of sunset!!!its AMAZING!!!!!We had karimeen pollichathu which is specially made for us by the ''inhouse chef''with appam..is mouthwatering...''tempting me to be there in all the vaccaton''

and my suggestion is : try tasting the ''kakka irachi'' which you get in small toddy shops .....

The town of Alapuzha (also known as Allepey), is sometimes called the ''Venice of the East'' for its large network of canals that meander through the town. The Vallam Kali (the Snake Boat Race) held every year in August is a major attraction, one should not misss!!!

have a nice trip!!!",4
84,Alleppy-Kayaloram Lake View Resort,"It was amzaging trip to Kayaloram.

I have started from Bnagalore by KSRTC - Volvo bus from Majestic bus stop @ 5:30 PM, the journey. The bus is very clean and the hopitality of the bus staff is very good. They have stopped near a good hotel for dinner. The journey was very comfortable, they didn't played any movies in the bus due to request from passengers as there are people from different parts of india.

We exactly reached alleppy at 5:30 AM (its 12 hours journey), then we waited there for an auto, finally we got one after 10 minutes wait, the place is ''Punnamada'', he asked us to pay 25 rupees, we reached resort in 15 minutes. The view inside resort is too good, we are lucky to see the sunrise from back waters. The resort is faced to back waters.

There is a well maintaied swimming pool, old fashoined rooms, with out any disturbance like phones, TV etc., topless bathrooms, but we do have a common area where we have television and news paper available. The hospitality is very good.

Rooms are good, u cannot expect more luxourious rooms like in star hotels.

If you want to go to alleppy city you can ask the reception they will arrange auto / taxi for you, which is very expensive, one thing I have observed there is, wherever you go they charge more from tourits.

I carried some ready to eat MTR food and some pasturised nandini milk.

If you want u can sleep on the nets tied with coconut trees, or u can ask for stick for fishing.

We have some books to read. The weather was very good, our travel date was from 22 - 25th of april.

We spent one day in the resort only. The other day our house boat journey starts @ 12 noon, it was amzing, they provide three servants to take care of you, the boat house is having single bhk (U CAN FIND BOATS WITH 10 BHk ALSO) before checking in to boat he will ask ur mean preference accordingly he will bring the fresh stuff from market. The food is buffet per head per meal 300 rupees, they will give some complimentary fruits.

They will take you to the evening sunset, after 7 pm they will stop the boat, where you will feel very bored, I prefer to come back directly to the resort after 7pm otherwise you will feel very bored.

I have booked this holiday through RCI for three nights and two days it costs me 8500 inclusive all taxes. They say checkin time as 10 am and check out time as 11 am , so u negotitate with them for your convenient timings, becuase if u travel by bus u will be reaching early morning.

While coming back I asked for taxi till cochin airport, they are asking 1100 for non AC car and 1500 for AC car, which is very expensive for a 90 KM distance.

The good thing you have to do is (if you have low budget ) take bus to Aluva ( you have very frequest Kerala state buses ) this place is located after cochin, then the bus will take diversion to aluva town from the high way, u get down there, if u need any help ask conductor and tell them that we want to go to airport, so that he will tell you where to get down in aluva, otherwise u have to come all the way from inside aluva town to back to the same junction, from here u take auto, the cochin airport is 10 KM away from here, auto wala will charge you some where around 100 (actually it should be 50 rupess, what to do we are tourists :-) ) then u will reach airport. The cochin airport is very well organized and clean, u can fell very happy once u get inside.

I traveled back to bangalore by jet airways night 8PM, it's one hour fly, reached bangalore by 9PM.

I hope this is very much useful",4
85,Nice alleppey beach resorts,"Hello,

i did spend 8 days in alleppey beach resort, in the beginning I supposed to stay just few days but the nice behaviour and the beautiful resort made me change my plans.

i'm a single european lady traveller and I found the beach extremely safe even for me alone wearing swimmwear, anyway the very professional and friendly staff were there discretely taking care of me... I saw very rarely fishermen on the beach, and I think is a good ensurance about the freshness of the fish! anyway I don't felt stared!!!they are occupied to bring bread to the family, to be a fisherman have to be hard... the beach is clean and sure sometimes you see locals taking a walk...many times families...i talk with them...i found them friendly,,,you can meet nice people too.

the resort is extremely clean, the staff is very professional, they helped me lot and the managemet is very good and the restaurant too.. a german friend recommended me the place, I will go back and recommend it to my friends.

paola",5
86,Alleppey Beach Resorts-a lovely getaway,"Hi,

I just got from Alleppey Beach Resorts...i just love this place since its a superb getaway from city life...the resort is just about 30 mts from the shore line and the beach sand is within the compund itself..just like having the beach at you door step..literally!

My booking was initially for 3 days..but due to the wonderful ambience it provided ,i extended the stay for another 2 days.

The beach is just great..i just dont know what some people mean by saying the beach was ''not private'' ...there was a great deal of privacy...my self and my wife had no problem with any local men ''staring'' at us in a ''very threatening'' manner.and what do some people expect to find at a beach other than fishermen...high rise apartments or perhaps factories that dump a lot waste into it??!!! looks like toxic waste is no problem to them!

..the beach was clean too..compared to the public section of the beach about 200 mts away..which was full of people and hawkers..

the food is just lip smacking...this is because what is served here is the fresh catch

of the day.. the taste of Karimeen fry still lingers in my mouth.

The management and the staff was also very helpful...they even helped me plan out the rest of my kerala trip.

To sum up I would recommend this place to everyone",5
87,Walking with the Gods,"You got to hand it to 'em, ''God's Own Country'', has rather a romantic ring to it, no? Having grown up with a gaggle of Malayali friends in Itanagar, Kerala, where these guys disappeared into at least once every couple of years, was always a place that was intriguing. This guys always brought back with them stories of Onam, snake-boats, coconut tree and banana chips. Well, to cut this nostalgic trip short, I have always wanted to visit Kerala.

Opportunity presented itself in form of a missus-on-warpath, who hadn't been taken on a vacation for years. Between the missus's persistent demand of Paris and my limited imagination that ventured no further then Nandi Hills, Kerala was a God-sent brain-wave.

Getting There

The weekend before Diwali saw us on Kanyakumari express. I can't sleep when people snore and people invariable make it a point to do so when they are on the same compartment as me on a train. Regardless of whether it is Karma or a CIA conspiracy, I was still up in the wee hours of the morning as Airtel-Kerala SMSed an welcome.

The Ernaculum station followed suit a short while later and we disembarked to the sights and sounds of Kerala.

Hammock Travels, who always overcharge, had advised a Taxi from Enakulum to Alleppy, a idea so dumb that it took winds out of the your garden variety bad ideas, we jettisoned it promptly on reaching there. Experience has taught me not to take long rides on beat-up taxis, on bad roads especially on a hot day.

The missus having heard an announcement of a local train to our destination had me scoot for tickets and soon we were chugging along again under what was turning out to be a rather a humid day along with being a hot one. The greenery around us, though, was remarkable. And as the train moved along, the small stations at each of which it religiously took a breather were so like the small stations of rural Bengal. I got nostalgic all over again.

Flash-back: 1980s, Still in Itanagar and No TV. A Phillps radio was the family pride and source of all things wondrous. Much abused by bro and me when Dad's back was turned. It also contained the list of stations that the contraption was supposed to tune into. Alleppy was mentioned. The name and the radio resurfaced in memory as the trained ambled through an amazing landscape. Flash back has no purpose, I just though about it then and thought it was cool, though now I can't imagine why. Strange are the workings of brain that has survived a night of snores.

Finally the train would go no further and we had arrived at Alleppy.

At Alleppy

Alleppy, which the locals call Allapuzah, could be Lakhimpur or Dhakiajuli or even the sub-urbs of Silchar, replace the script in the road signs by Bengla/Assamese script you wouldn't know that this was a place a sub-continent away from rural Assam or Bengal. The one addition were the water canals that were all over the town and have a uncanny habit of being with you whichever road you are in. A typical small town and I fell in love immediately. Laid back, slow and totally Indian.

Kayaloram resort, where a series of Ayurvedic adventures were waiting for me is a nice place. In the banks of a Back water lake it is quite well maintained. But first an afternoon of sleep was in order...

Evening, a launch ride. Ambitiously called the Sunset Cruise. Quite nice. Food and more Sleep.

Morning the next day, an unrepentant Management says, our planned house boat had unplanned problems and won't we rather get started with the Ayurveda anyway?

Here is a word of advice, if you are not of strong body and spirit, don't leave yourself to the mercies of a Kerala masseur. I am quite strong and spirit has never been in short supply , but the massage was something that I am not going to forget in quite a while.

I would highly recommend the Siro-Dhara therapy though. About two liters of scented hot oil is poured on your head from an earthen vessel that is hanging on a rope and has a small opening through which the oil seeps out and falls on your head. It is a very relaxing experience.

The food in Kerala is good. The Appams, idiappams with Kerala Fish curry is just divine to the palate. And if you are adventurous enough to wash this down with some freshly tapped Coconut sap you could well imagine that this must be the lives that Gods lead.

Afternoon was for lazing about a little. There were a couple of Hammocks strung on coconut trees and made for a nice place to catch a snooze. Evening and more good food.

The House Boat

We had planned to stay one day on a house boat. The boat the came to pick us up on the Resort deck was a piece of history as we were to learn later. Anyway we embarked on our journey. We were the only passengers on our boat that came equipped with its own kitchen, cook, boatman and handyman.

The boat lazily took us across the canals of Alleppy and after an hour or so of ride stopped for all to have lunch which was very tastefully prepared. After lunch we started again. Our boat had a nice veranda where you could go out and see the wonderful scenery pass-by. The boat man spoke no tongue that we understood so we would communicate with wild gestures.

It is actually for this part that people usually take the House boat. Going through the canals within Alleppy is an unforgettable experience. However we slept through most of it so there is little to forget anyway.

When we got up the boat was almost ready to drop anchor for the night. It stopped on a deserted place and the dim lights of the boats came on followed by tea and cookies.

As the dusk descended the whole place started acquiring a dream-like look. The environ around us started getting dark around us rapidly, even the water on which the boat was swaying mildly became deliciously black. The ubiquitous coconut trees on the banks appeared silhouetted against a sky that was only a shade lighter. From our vintage at the Veranda we could see other boats anchored at some distance with their dim lights on. It was so surreal that I couldn't resist making it even more so. I sang old sad songs of Hemant, Rafi and Kishore Kumar. The mosquitos, I am certain, enjoyed the company.

Dinner was as well cooked as the lunch had been. While serving us the dinner, the cook told us that this was probably the oldest boat on the backwaters and this was the last journey before it went for renovation. The old lady had been riding these waters for more then a decade now. It was so strange, the boat had probably made its maiden ride when we (the missus and I) left our college and its last ride was with us as passengers. Gave you a feeling that all this years it was waiting for us in a Karmic kind of way. :)

The next morning we went back to the resort and bid our boat people good bye. They had been excellent hosts.

The Last Day

The last day was blissfully uneventful. The missus took the treatments that she had been taking and I just lazed around more. It was the Day of Diwali. There were a few industrious people at the resort, who in the evening arranged for a small puja and pedas were distributed. We all sang ''Jai Jagadisha Hare''.

It atmosphere there had really relaxed us and after a long time the missus and I really talked. And talk we did, well into the deep night. For me this was the highest point in a truly wonderful break.

Bidding Goodbye

The next morning we started back. Relaxed, Renewed and Rediscovered......",5
88,Black Waters,"This is specifically for the Over night house boat ride in an around Alleppey. I wish all will read the review before planning any trip for Kerela.

I planned a 6 day long vacation including travel (by train) for kerela. This included 3 days in Munnar and 1 day in the house boat at alleppey.

Munnar is really a wonderful place with nice weather, nice people and an ambience of a true hill station, not to forget the lush green mountains all along with every bit of them covered with tea plants. You can read other reviews about Munnar and find out it’s really a place worth visiting.

Well, after staying in such a beautiful place for 3 days I started for Alleppey. We were 6 people (3 couples) and booked a 3 bedroom house boat for Rs. 12000/- for us. Indeed an amount of 4000 (per night, per couple) made us to carefully think over this option initially, but we spoke with our tour operator (Cozy Tours) and they convinced us about the facilities in the boat. And the feeling of traveling in water all night thrilled us, to go for it.

Normally the check-in time for such boats is 11:00 AM and check-out at 9:00 AM next day. They keep 2 hours for house-keeping. But since it was foggy in the morning we started at around 7:15 AM from Munnar. We had our return train to board at 10:00 PM from Kottayam, so we have decided to at most by 8:00 AM next day. Since we were quite excited about the house boat stuff we asked the driver to speed up. And he was driving at 80 Kmph on hilly tracks.

We could check-in at 1:00 PM. And on the boat no body understood any other language than Malyalam. We asked the driver to tell them that we want to get down at 8:00 because of our train. (We were thinking to utilize the maximum time we had on the boat)

The journey by cab was tiring and hot so we thought of taking a bath. But there was no water in the bathroom. Somehow we explained them about it. And they supplied us the water. Nobody even served drinking water in the rooms; we had to explain them in out sign language for this.

They started the boat took us into the back waters; I was thinking that now we will experience the real Kerela. However, after some time of ride they anchored the boat somewhere in a village and all of the 3 members went somewhere in the village. We asked them “where are they going”; they explained that they are going for lunch. BTW, there were nice paddy fields around and I got some opportunity to take some photographs. They returned after an hour. Till then we were dying of hunger. Then all of then went inside the kitchen for preparing lunch for us. So the boat didn't move a bit for next half-an-hour. Then we finished our lunch and went to the upper deck to see the view. It was 4:00 PM by then. They moved a bit and stopped again after some time and went somewhere. They refused to understand our questions of where they are going and came back only at 5:00 PM. Till then we were just thinking that anyway the night will be the great time and we all will be awake to experience the beauty, fighting over who will sleep on the deck.

They came back at 5:00 and we started the journey. The next 1- 1.5 hrs was the best time of the whole ride. Where we could see the lifestyle of the inhabitants of back waters, do some nice photography, and watched the sun-set. And as soon as the sun went off, they anchored the boat at a nearby place. We thought this must be for some evening tea etc. We asked them for tea, they replied ''no tea'' only ''lunch'' and ''dinner''. We got down from boat to the village nearby in search of tea shop, but couldn't find any. And when we returned we could see nobody on the boat, we found that they all are inside the kitchen. We asked for tea again explaining that we have paid a huge amount for this boat. They agreed to prepare tea but explained that people who come there give good tip to them (And surprisingly they could explain this very easily in English to us).

Then we came to know that the boat will be parked here for the whole night as they can't ride in nights. BANG!!! All my dreams of wonderful night were shattered, sleeping on the deck and playing ''Do lafzon ki hai...'' on my harmonica all night.

We got down and saw some other house boats parked nearby, most of them were occupied by foreigners, and we saw the boat people serving them drinks and nice snacks ( Off course they must have paid heavily followed by a huge tip for these goodies).

We came back and some how passed the time playing antakshari and stuff. Since it was hot inside the rooms, we decided to be awake for the whole night and enjoy at the deck, the best we can.

Dinner was served at 9:00 and this was slightly better then the lunch we got. (Or we were so starving by then, that we found it tasty). We finished the dinner and resumed our games, which we played till 11:00 PM. Though there were lots of mosquitoes, but the nice breeze was helping us to keep them away. At 11:00 the boat guys came and covered the whole boat with a tent, and kept their beddings on the deck. This made us understand that they are going to sleep here, and we decided to move to our rooms (4000Rs per night). Now since none of us was in a good mood, we asked them to take us back at 5:00 AM, as we have a train to board at 7:00.

Somehow we passed the night amidst suffocation, humid-heat and mosquitoes and became ready to leave by 4:00. They started the boat to take us back.

Now came the only second good part of the ride. We watched the beautiful sun-rise from the boat and finally came back to earth. They didn't serve breakfast because it is too early they only serve it at 7:00AM.

And even after all this when we were leaving all of the guys assembled around us asking for tip. But nobody of us was in a mood to move their hands to their wallets.

So that was the whole story about the so-called 22hrs ride along the heart of kerela (Venice of east) etc.

I will not recommend anybody to take such an overnight house boat in kerela. If you want to experience the backwaters, and lives of people there, it is far-far better to take a 2-3 hrs ride in the backwaters. I think there are some trips like this by a steamer or ferry. That will relieve you of all the ''hospitality'' of the house-boat fellows and will be far less burden on your pockets.",1
89,Kerala no doubt gods own country!!,"After a what is called a monotonous routine of office and part time studies ...there came the most awaited holiday .....a one to kerala ...decided as a three day trip.

Racing through the morning mists we reached Chalakudi by 11 am (traveling from my home at Coimbatore kerala seems very near),reached the Adirapally falls around 12 noon ..to view how wild nature can be ,the falls has a Max Elevation - 1116 m

raining most of the time and the mere presence sending chills through your spine. From there we moved to alleppey reaching around 5 pm.the resort we had booked for the night was a 2 -1 hr drive for the city. parking our car and taking the necessary luggage we head to the waters (in huge boat exclusively sailing for us).what surprises us is the experience change from narrow canals to wide rivers, lined on both sides by innumerable palm trees, stretch over 1900 km.

Large Kettuvalloms (traditional country crafts over 60 ft. in length) have been converted into luxury houseboats (costing around 2500 rs per day ),

Alleppey known as the Venice of the East, an intricate maze of canals and backwaters lined on both sides by lush greenery is the best heaven on earth for a evening ride .Alappuzha is famous for its spectacular snake boat races, unfortunately we were not able to see the spectacular scene (as we were leaving th previous day). Watching the sun set we travelled through the waters to reach our resort (150 tears old).

The resort was a homely one with a manager and a cook. after a sumptuous dinner we retired to sleep.the morning was fresh as ever with kookos singing , slight breeze , sun slighting beating down to show its presence....and water of course.....

feeling really sad leaving the heaven on earth we head further south to Trivandrum to pandhmanaban swamy temple.The temple is located inside the East Fort. Dedicated to Lord Vishnu, & a blend of the Kerala and Dravidian styles of architecture. It is known for its Mural Paintings and Stone Carvings. One among the 108 sacred Vishnu Temples in India, the presiding deity in here is Lord Vishnu reclining on anantha the serpent.

Having had a divine darshan we travelled to kanyakumari!!!",4
90,Welcome to the VENICE OF THE EAST,"The Venice of the East

----------------------------

Alapuzha, located in the central part of kerala, is one of the most beautiful places on earth. It is blessed with water bodies calm and serene, that the place is rightly called the Venice of the east.

The Italian city of Venice, is famous for its water logged streets which make boats the main transport system between houses. Would you believe that. You step out of the front door to your boat. It is certainly one of the most beautiful places on earth and no wonder that it has been the home of several artists and poets.

Now, our Venice of the east, Alapuzha, is certainly not like that, but is blessed with so many water bodies. It is certainly one of the most beautiful places on earth with its beautiful rivers and backwaters. The backwaters of kerala are world famous and attract many tourists round the year.

Not to mention the house boats of Alapuzha, which is one of the main tourist attractions of the state of kerala. Now who would not want to spent their vacation of a star accommodation on board a house boat floating in the crystal clear waters of the backwaters.

Another main attraction of the state is the kumarakom resort which was a major vacation getaway for the former prime minister and presidents of India. The Taj resorts of kumarakom are very famous in the tourist map of kerala.

Then coming to the boat races. The Nehru trophy boat race is also very famous in the national level. It is conducted on the second Saturday of august, every year. It is a very unique sight to see almost 100 persons on board a single boat ( traditional Snake boats), rowing to the rhythm of the century old songs, in perfect co-ordination, and the spectators repeating the tunes cheering for their favorite club to win the race.

Then comes the beaches of Alapuzha, which are also quite famous. But they have taken a toll after the recent tsunami which badly affected the coastal areas of the state.

Did I forget to mention Ayurveda, the ancient medicinal system of India, which has been crafted to a very high degree of perfection in kerala.

Also the land called the rice bowl of India, kuttanad, lies in Alapuzha. It is below the sea level, and is a pleasure to the eyes to see the endless rice fields and greenery all around.

All said and done, the biggest mistake about visiting Alapuzha, is going to the place without any knowledge of the major attractions. There is nothing much to see in the towns and the spirit lies entirely in the rural areas and its backwaters.

It is a very nice weekend getaway spot and hope you can enjoy the pleasures of the place.",5
91,"Journey by Kerala House boat., Is it really worth?","Hi friends....

I would like to make this short...but, let me see how it goes once I start writing..!!

Recently (April 1st week), I happen to visit Alleppy to check out what people say..the great house boats. And see what happens after I landed (by road though) into this city.

Arrival

I arrived here by road, started from Munnar at bout 8am and the drive is about 4.5 hours. The curvy roads from Munnar itself will take half of your energy away (even if you travel by an AC car) and if you are one of those, who has problem traveling on ghat roads and curvy roads, make sure you carry a lemon and a couple of vomiting tablets, seriously..!!

Once we reached Alleppy, the driver directly drove us to a House Boat agency, where a representative joined in our car and all of us reached the lake, where our boat is parked.

Journey Starts

Once we reached the house boat, the agent introduced us to his ''crew''. A Captain (who is wearing a lungi), a service boy (again lungi and banian) and cook(again a lungi, thats a standard here...but, would say, better dressed than his Captain :-)). Wait...this is just a start. We started asking them about the details of the boat, the journey time ..etc and then, to our shocking, none of the three crew members know any language except Malayalam and we don't know that language.

Then, our luggage was kept in a ''Bed Room'' and we were offered a mineral water bottle on arrival. So far, so good. The timing is about 1.30pm. We wanted to have a face wash, entered into the bath room, so dark out there and searched and searched and searched for the switch. Then came the second shock...There will be no Power till late evening and that’s how it is in house boats...came the answer from Captain.

Somehow, recovered from this shock, went to bathroom and opened the tap...and here's the third one..Tap water is RED, mixed with Mud, we somehow explained in sign language to the crew about the problem, then they did some magic to turn the flow in to BROWN, so we told ourselves to live with it (by the way, the water tastes as salty as it can get).

Lunch Time

After half an hour or so, cook asked us ''Veg'' or ''Non-Veg'', we told him ''Veg''. Then, he started telling some nice 3/4 south Indian curry names, we listened to them curiously and asked him, how long its going to take to prepare all of these? He said, they are ''Ready''. Surprising?? Better not to be. Then they stopped the boat immediately close to a shore.

We told him to get the food immediately as we are hungry and sweating in the heat, without any fan. He got us the food. No need to wonder, its cold, tasteless..papads are made like pooris and we had to limit ourselves with half stomach. Luckily, there are some fresh bananas and we banked on them for our lunch. A total of two hours is gone into this whole lunch episode and the boat is stopped for the entire duration.

Evening Ride

After Lunch, the crew had their lunch, cleaned up their plates and the bowls in the same ''Back Waters'' and at around 3.30pm, they started the boat again (so far, only half an hour journey in the boat). They drove for about 1.5 hours in the water, where we get to see how the villages on the banks of backwaters look like and how their daily life is... There are ''boat stops'' just like we have city bust stops, which is kind of interesting.

Sharply around 5.15pm, the boat came to a halt. They are not supposed to run house boats in the waters after this time, because the fishermen want their piece of mind (and water) too..!! We were hungry by this time and asked them whether they can prepare any snacks for us...phat came the reply, in half English and half Malayalam, something it sounded like ''they never heard these words snacks before''. Cook again asked us, what would like in the dinner, we immediately told chapati and some curry (since we had enough rice in the afternoon)

Night starts

It was 6.30pm, mosquitos are playing with our bodies and the crew had hard time understanding ''what a mosquito'' is. Finally they understood our sign language, and got us a ''Tortoise Coil'', which became a life saviour for us at that point. It's 7pm, still there are no signs of power(current). They told us that, power will come only after 7.15, 7.30pm. Do you want to know the reasons? I am sure, you would like to. They had a 20 meters long electric wire, through which they get power from near by house and provide power to the boat. Since its illegal to use household power for business use, they wait till it gets dark and all nearby village offices go back to their homes (won't they know otherwise?? :-)).

Current came at 7.30pm and dinner was ready by 8.30pm. What are we doing all this time on the boat?? Nothing, just chatting with mosquitos and looking around people of the villages, washing their clothes, taking head bath, cleaning their plates...all in the same water? Don't believe me? Go check it out..!! We had dinner, lucky to have one curry good out of 3 made and finished the same.

Sleep?

Its hot April and its sea shore and no signs of fresh air. All we have to depend is A 10 inch wide table fan, angled at the bed, which will not even rotate. We got the mosquito coil put near our head side of the bed and beared the blunt of mosquitos eating our legs... You have to save one part or another and we choose our ''head side part''.

Morning journey

Got up in the morning, 7'o clock and the power is gone. Brushed up with mineral water, we didn't have courage to take bath in that dark bathroom with brown water..so we choose to postpone bathing till we get out of that boat. By 8am, our famous cook prepared Poori as breakfast and needless to say (and some of u might of guessed it), they came like ''Papads''. The boat started its reverse journey, back to the shore and by 10am, we are back to the beautiful ''Land''.

Summary

What's the moral of the story? To me, lots of questions went through my mind. How these house boats are attracting tourists? Does all house boats the same? Luxury ones may not be, but those are expensive 10,000 onwards for a night (and ours is 5,000 a night)..!! Readers can comment if you have more details here.

Will I recommend this journey to any of my friends? Ans: Are you kidding?? No, never. Then, you all might ask me about this: I really want to enjoy back waters, how do we do that? Well, very simple...Go take a backwater resort, opt for a decent one with AC room. Check in there, and get onto their passenger boats, they take you on a cruise for about 3/4 hours after lunch and bring you back before mosquitos bite. Then, you can relax in your hotel and have some good food. So, you got luxury as well as the backwater ride..!! Sounds good? Take my word, you will be lucky if you do that.

Enjoy your next journey to Kerala. Comments are very well appreciated and will be used to improve my next review. Thanks in advance..!!

Cheers,

Shiv",2
92,Alleppey Beach Resort' is Terrible!!!,"Hey All,

I just got back from Alleppey and have to post this about 'The Alleppey Beach Resort' This was the worst hotel my wife and I stayed at during our whole honeymoon in Kerala. I had asked the resort manager (Mr. Akshay Okumar) by email many, many times before I arrived, if the resort beach was private and clean, he responded by saying that it absolutely was. When my wife and I arrived they tried to give us a room where our neighbors were the local fishermen.

The beach by the way is in no sense of the word PRIVATE and is in fact a very much Public place. Every time my wife and I would swim in the water, the local men would come by to stare and hang around in a very threatening manner. In fact the hotel manager would come from the hotel and try to get them to leave. Unfortunately he could not because the beach is PUBLIC!!

My wife and I called it an early evening and then the next morning we got up early to go for a swim. Much to our surprise, we were greeted by a long line of men squatting in front of the resort and along the beach defecating, then going into the ocean to wash clean their behinds. We had decided to leave that instant. When I informed the hotel manager of the problems I was having he informed me of their ''NO REFUND'' policy.

When I told the manager that I had been in contact with a gentleman named Akshay Okumar via email and had been misled as to the beach being ''private and clean'' he got on the phone and offered to refund us 2000 Rupees. So my loss at the hotel ended up being 6000 Rupees . We ended up having to pay for all 3 nights minus the 2000 rupees they gave us back. When I asked to speak to some of the managers supervisors, I was informed that ''management does not want to speak to you.''

All in all trust me you really want to avoid this place at any cost.",1
93,The Boat house,"Kerala is one awesome place, I guess everyone agrees to it. Of all the places you intend to visit, do not miss out on Alleppey.


Me and my wife reached kerala by taxi from Kollam ( Aquaserene - backwater resort ), and again by taxi to allappey. We had already booked the houseboat through our travel agent. The boat was ready and so were the 3 attendents.One driver, one cook and one service boy.

To new comers the places appears a bit strange, but in 15 minutes we were amidst water, exploring the backwaters of kerala in true sense.

The boat itself is nice, with a neat bedroom, clean toilet and deck :-) with dining table.

For lunch the driver stops and prepares fresh fish and 3-4 other kerela curries.

Around 5 pm , there is a specified place where all boats stay for the night.

It cannot get more beautiful than that. Open sky, water all around...

If you plan to visit kerala, do not miss out on the boat house, it's worth every penny you pay.

Do take your alcohol along. You would miss it for sure. I did :-)",5
